#Frequency	Strain
1.325000000000000000e+01	2.500000000000000000e-01
1.337500000000000000e+01	2.500000000000000000e-01
1.350000000000000000e+01	2.500000000000000000e-01
1.362500000000000000e+01	2.500000000000000000e-01
1.375000000000000000e+01	2.500000000000000000e-01
1.387500000000000000e+01	2.500000000000000000e-01
1.400000000000000000e+01	2.500000000000000000e-01
1.412500000000000000e+01	2.500000000000000000e-01
1.425000000000000000e+01	2.500000000000000000e-01
1.437500000000000000e+01	2.500000000000000000e-01
1.450000000000000000e+01	2.500000000000000000e-01
1.462500000000000000e+01	2.500000000000000000e-01
1.475000000000000000e+01	2.500000000000000000e-01
1.487500000000000000e+01	2.500000000000000000e-01
1.500000000000000000e+01	2.500000000000000000e-01
1.512500000000000000e+01	2.500000000000000000e-01
1.525000000000000000e+01	2.500000000000000000e-01
1.537500000000000000e+01	2.500000000000000000e-01
1.550000000000000000e+01	2.500000000000000000e-01
1.562500000000000000e+01	2.500000000000000000e-01
1.575000000000000000e+01	2.500000000000000000e-01
1.587500000000000000e+01	2.500000000000000000e-01
1.600000000000000000e+01	3.656349999999999966e-43
1.612500000000000000e+01	3.252709999999999938e-43
1.625000000000000000e+01	2.885500000000000025e-43
1.637500000000000000e+01	2.560259999999999874e-43
1.650000000000000000e+01	2.278480000000000098e-43
1.662500000000000000e+01	2.022399999999999892e-43
1.675000000000000000e+01	1.799339999999999974e-43
1.687500000000000000e+01	1.598049999999999969e-43
1.700000000000000000e+01	1.421030000000000005e-43
1.712500000000000000e+01	1.266700000000000036e-43
1.725000000000000000e+01	1.128030000000000000e-43
1.737500000000000000e+01	1.004879999999999958e-43
1.750000000000000000e+01	8.963060000000000137e-44
1.762500000000000000e+01	8.001019999999999518e-44
1.775000000000000000e+01	7.147060000000000100e-44
1.787500000000000000e+01	6.394560000000000463e-44
1.800000000000000000e+01	5.711079999999999637e-44
1.812500000000000000e+01	5.107100000000000226e-44
1.825000000000000000e+01	4.570140000000000362e-44
1.837500000000000000e+01	4.090859999999999901e-44
1.850000000000000000e+01	3.667930000000000124e-44
1.862500000000000000e+01	3.292229999999999779e-44
1.875000000000000000e+01	2.957559999999999951e-44
1.887500000000000000e+01	2.659620000000000176e-44
1.900000000000000000e+01	2.393309999999999990e-44
1.912500000000000000e+01	2.156649999999999889e-44
1.925000000000000000e+01	1.945010000000000077e-44
1.937500000000000000e+01	1.755690000000000102e-44
1.950000000000000000e+01	1.583900000000000064e-44
1.962500000000000000e+01	1.433199999999999961e-44
1.975000000000000000e+01	1.296689999999999938e-44
1.987500000000000000e+01	1.174810000000000021e-44
2.000000000000000000e+01	1.065199999999999974e-44
2.012500000000000000e+01	9.676219999999999450e-45
2.025000000000000000e+01	8.795349999999999925e-45
2.037500000000000000e+01	8.006279999999999587e-45
2.050000000000000000e+01	7.308820000000000432e-45
2.062500000000000000e+01	6.677349999999999554e-45
2.075000000000000000e+01	6.105300000000000417e-45
2.087500000000000000e+01	5.590079999999999776e-45
2.100000000000000000e+01	5.131150000000000030e-45
2.112500000000000000e+01	4.716570000000000147e-45
2.125000000000000000e+01	4.344449999999999812e-45
2.137500000000000000e+01	4.002289999999999882e-45
2.150000000000000000e+01	3.694770000000000311e-45
2.162500000000000000e+01	3.416270000000000181e-45
2.175000000000000000e+01	3.166169999999999850e-45
2.187500000000000000e+01	2.938469999999999904e-45
2.200000000000000000e+01	2.730830000000000053e-45
2.212500000000000000e+01	2.539610000000000128e-45
2.225000000000000000e+01	2.365610000000000009e-45
2.237500000000000000e+01	2.208179999999999909e-45
2.250000000000000000e+01	2.064730000000000005e-45
2.262500000000000000e+01	1.932850000000000091e-45
2.275000000000000000e+01	1.810940000000000094e-45
2.287500000000000000e+01	1.701179999999999952e-45
2.300000000000000000e+01	1.600870000000000148e-45
2.312500000000000000e+01	1.508960000000000021e-45
2.325000000000000000e+01	1.423980000000000017e-45
2.337500000000000000e+01	1.347189999999999932e-45
2.350000000000000000e+01	1.276969999999999961e-45
2.362500000000000000e+01	1.212709999999999940e-45
2.375000000000000000e+01	1.155160000000000027e-45
2.387500000000000000e+01	1.102550000000000014e-45
2.400000000000000000e+01	1.054470000000000015e-45
2.412500000000000000e+01	1.011769999999999943e-45
2.425000000000000000e+01	9.722990000000000088e-46
2.437500000000000000e+01	9.349669999999999310e-46
2.450000000000000000e+01	8.997940000000000647e-46
2.462500000000000000e+01	8.667650000000000273e-46
2.475000000000000000e+01	8.375160000000000002e-46
2.487500000000000000e+01	8.101240000000000075e-46
2.500000000000000000e+01	7.858569999999999558e-46
2.512500000000000000e+01	7.640309999999999383e-46
2.525000000000000000e+01	7.458059999999999991e-46
2.537500000000000000e+01	7.289299999999999804e-46
2.550000000000000000e+01	7.137970000000000114e-46
2.562500000000000000e+01	6.986489999999999707e-46
2.575000000000000000e+01	6.849389999999999749e-46
2.587500000000000000e+01	6.712999999999999708e-46
2.600000000000000000e+01	6.579499999999999833e-46
2.612500000000000000e+01	6.453850000000000380e-46
2.625000000000000000e+01	6.334539999999999683e-46
2.637500000000000000e+01	6.224330000000000192e-46
2.650000000000000000e+01	6.118550000000000031e-46
2.662500000000000000e+01	6.033249999999999639e-46
2.675000000000000000e+01	5.944339999999999997e-46
2.687500000000000000e+01	5.854449999999999615e-46
2.700000000000000000e+01	5.769220000000000387e-46
2.712500000000000000e+01	5.702289999999999901e-46
2.725000000000000000e+01	5.622949999999999614e-46
2.737500000000000000e+01	5.554669999999999680e-46
2.750000000000000000e+01	5.483520000000000245e-46
2.762500000000000000e+01	5.415879999999999842e-46
2.775000000000000000e+01	5.355360000000000055e-46
2.787500000000000000e+01	5.299119999999999658e-46
2.800000000000000000e+01	5.246809999999999833e-46
2.812500000000000000e+01	5.198470000000000356e-46
2.825000000000000000e+01	5.138280000000000278e-46
2.837500000000000000e+01	5.057260000000000055e-46
2.850000000000000000e+01	4.991789999999999958e-46
2.862500000000000000e+01	4.922650000000000168e-46
2.875000000000000000e+01	4.846840000000000357e-46
2.887500000000000000e+01	4.777790000000000063e-46
2.900000000000000000e+01	4.713579999999999917e-46
2.912500000000000000e+01	4.647090000000000081e-46
2.925000000000000000e+01	4.581430000000000269e-46
2.937500000000000000e+01	4.514879999999999991e-46
2.950000000000000000e+01	4.450900000000000114e-46
2.962500000000000000e+01	4.387719999999999650e-46
2.975000000000000000e+01	4.324230000000000144e-46
2.987500000000000000e+01	4.261400000000000056e-46
3.000000000000000000e+01	4.198410000000000085e-46
3.012500000000000000e+01	4.136199999999999640e-46
3.025000000000000000e+01	4.075920000000000066e-46
3.037500000000000000e+01	4.015789999999999652e-46
3.050000000000000000e+01	3.956990000000000354e-46
3.062500000000000000e+01	3.898849999999999698e-46
3.075000000000000000e+01	3.842290000000000314e-46
3.087500000000000000e+01	3.785089999999999843e-46
3.100000000000000000e+01	3.729130000000000214e-46
3.112500000000000000e+01	3.674210000000000211e-46
3.125000000000000000e+01	3.619529999999999644e-46
3.137500000000000000e+01	3.566180000000000192e-46
3.150000000000000000e+01	3.511230000000000358e-46
3.162500000000000000e+01	3.457830000000000019e-46
3.175000000000000000e+01	3.404119999999999859e-46
3.187500000000000000e+01	3.351380000000000106e-46
3.200000000000000000e+01	3.302129999999999886e-46
3.212500000000000000e+01	3.253220000000000097e-46
3.225000000000000000e+01	3.202349999999999994e-46
3.237500000000000000e+01	3.150260000000000106e-46
3.250000000000000000e+01	3.100229999999999971e-46
3.262500000000000000e+01	3.055350000000000194e-46
3.275000000000000000e+01	3.009050000000000194e-46
3.287500000000000000e+01	2.964800000000000004e-46
3.300000000000000000e+01	2.919429999999999857e-46
3.312500000000000000e+01	2.875860000000000141e-46
3.325000000000000000e+01	2.832229999999999983e-46
3.337500000000000000e+01	2.786569999999999902e-46
3.350000000000000000e+01	2.744560000000000015e-46
3.362500000000000000e+01	2.703439999999999816e-46
3.375000000000000000e+01	2.661769999999999972e-46
3.387500000000000000e+01	2.619490000000000039e-46
3.400000000000000000e+01	2.576619999999999907e-46
3.412500000000000000e+01	2.535230000000000052e-46
3.425000000000000000e+01	2.497270000000000065e-46
3.437500000000000000e+01	2.458760000000000044e-46
3.450000000000000000e+01	2.421439999999999976e-46
3.462500000000000000e+01	2.384249999999999960e-46
3.475000000000000000e+01	2.347230000000000159e-46
3.487500000000000000e+01	2.311520000000000030e-46
3.500000000000000000e+01	2.276849999999999917e-46
3.512500000000000000e+01	2.243720000000000133e-46
3.525000000000000000e+01	2.208929999999999913e-46
3.537500000000000000e+01	2.175400000000000034e-46
3.550000000000000000e+01	2.144559999999999885e-46
3.562500000000000000e+01	2.114560000000000092e-46
3.575000000000000000e+01	2.084960000000000006e-46
3.587500000000000000e+01	2.055019999999999878e-46
3.600000000000000000e+01	2.023169999999999934e-46
3.612500000000000000e+01	1.993289999999999859e-46
3.625000000000000000e+01	1.963980000000000096e-46
3.637500000000000000e+01	1.935050000000000151e-46
3.650000000000000000e+01	1.906490000000000081e-46
3.662500000000000000e+01	1.878589999999999818e-46
3.675000000000000000e+01	1.850230000000000185e-46
3.687500000000000000e+01	1.823210000000000056e-46
3.700000000000000000e+01	1.796800000000000014e-46
3.712500000000000000e+01	1.770720000000000071e-46
3.725000000000000000e+01	1.745560000000000037e-46
3.737500000000000000e+01	1.720519999999999915e-46
3.750000000000000000e+01	1.695979999999999913e-46
3.762500000000000000e+01	1.672129999999999940e-46
3.775000000000000000e+01	1.649259999999999929e-46
3.787500000000000000e+01	1.626960000000000035e-46
3.800000000000000000e+01	1.605270000000000034e-46
3.812500000000000000e+01	1.584550000000000052e-46
3.825000000000000000e+01	1.564089999999999977e-46
3.837500000000000000e+01	1.543759999999999952e-46
3.850000000000000000e+01	1.524009999999999988e-46
3.862500000000000000e+01	1.504920000000000026e-46
3.875000000000000000e+01	1.486849999999999998e-46
3.887500000000000000e+01	1.469369999999999974e-46
3.900000000000000000e+01	1.452059999999999972e-46
3.912500000000000000e+01	1.435199999999999981e-46
3.925000000000000000e+01	1.418409999999999986e-46
3.937500000000000000e+01	1.402499999999999931e-46
3.950000000000000000e+01	1.386940000000000056e-46
3.962500000000000000e+01	1.371599999999999923e-46
3.975000000000000000e+01	1.356450000000000088e-46
3.987500000000000000e+01	1.341769999999999957e-46
4.000000000000000000e+01	1.327300000000000012e-46
4.012500000000000000e+01	1.313210000000000081e-46
4.025000000000000000e+01	1.299259999999999950e-46
4.037500000000000000e+01	1.285599999999999947e-46
4.050000000000000000e+01	1.272139999999999991e-46
4.062500000000000000e+01	1.259030000000000022e-46
4.075000000000000000e+01	1.246179999999999960e-46
4.087500000000000000e+01	1.233559999999999972e-46
4.100000000000000000e+01	1.221110000000000006e-46
4.112500000000000000e+01	1.208970000000000055e-46
4.125000000000000000e+01	1.196910000000000046e-46
4.137500000000000000e+01	1.185190000000000080e-46
4.150000000000000000e+01	1.173639999999999940e-46
4.162500000000000000e+01	1.162220000000000045e-46
4.175000000000000000e+01	1.151130000000000054e-46
4.187500000000000000e+01	1.140210000000000084e-46
4.200000000000000000e+01	1.129470000000000080e-46
4.212500000000000000e+01	1.118840000000000044e-46
4.225000000000000000e+01	1.108639999999999935e-46
4.237500000000000000e+01	1.098540000000000045e-46
4.250000000000000000e+01	1.088630000000000065e-46
4.262500000000000000e+01	1.078769999999999999e-46
4.275000000000000000e+01	1.069009999999999957e-46
4.287500000000000000e+01	1.059470000000000045e-46
4.300000000000000000e+01	1.050090000000000017e-46
4.312500000000000000e+01	1.040730000000000070e-46
4.325000000000000000e+01	1.031600000000000004e-46
4.337500000000000000e+01	1.022520000000000047e-46
4.350000000000000000e+01	1.013539999999999920e-46
4.362500000000000000e+01	1.004919999999999917e-46
4.375000000000000000e+01	9.961389999999999601e-47
4.387500000000000000e+01	9.873659999999999970e-47
4.400000000000000000e+01	9.787300000000000063e-47
4.412500000000000000e+01	9.702940000000000635e-47
4.425000000000000000e+01	9.619460000000000563e-47
4.437500000000000000e+01	9.537980000000000969e-47
4.450000000000000000e+01	9.460070000000000460e-47
4.462500000000000000e+01	9.382019999999999568e-47
4.475000000000000000e+01	9.308209999999999457e-47
4.487500000000000000e+01	9.235049999999999599e-47
4.500000000000000000e+01	9.161649999999999917e-47
4.512500000000000000e+01	9.089269999999999974e-47
4.525000000000000000e+01	9.017460000000000342e-47
4.537500000000000000e+01	8.946689999999999948e-47
4.550000000000000000e+01	8.877589999999999546e-47
4.562500000000000000e+01	8.806799999999999652e-47
4.575000000000000000e+01	8.740359999999999731e-47
4.587500000000000000e+01	8.676390000000000187e-47
4.600000000000000000e+01	8.610850000000000092e-47
4.612500000000000000e+01	8.545429999999999910e-47
4.625000000000000000e+01	8.481540000000000307e-47
4.637500000000000000e+01	8.418480000000000339e-47
4.650000000000000000e+01	8.355540000000000284e-47
4.662500000000000000e+01	8.297119999999999832e-47
4.675000000000000000e+01	8.239600000000000179e-47
4.687500000000000000e+01	8.183749999999999546e-47
4.700000000000000000e+01	8.129499999999999684e-47
4.712500000000000000e+01	8.074100000000000422e-47
4.725000000000000000e+01	8.018590000000000026e-47
4.737500000000000000e+01	7.965139999999999578e-47
4.750000000000000000e+01	7.916150000000000237e-47
4.762500000000000000e+01	7.862950000000000335e-47
4.775000000000000000e+01	7.811580000000000307e-47
4.787500000000000000e+01	7.762190000000000287e-47
4.800000000000000000e+01	7.714179999999999741e-47
4.812500000000000000e+01	7.664450000000000456e-47
4.825000000000000000e+01	7.615289999999999538e-47
4.837500000000000000e+01	7.569149999999999809e-47
4.850000000000000000e+01	7.520609999999999895e-47
4.862500000000000000e+01	7.472220000000000114e-47
4.875000000000000000e+01	7.425080000000000146e-47
4.887500000000000000e+01	7.377459999999999558e-47
4.900000000000000000e+01	7.332449999999999730e-47
4.912500000000000000e+01	7.288539999999999583e-47
4.925000000000000000e+01	7.244950000000000173e-47
4.937500000000000000e+01	7.200830000000000423e-47
4.950000000000000000e+01	7.157270000000000262e-47
4.962500000000000000e+01	7.115399999999999591e-47
4.975000000000000000e+01	7.073569999999999864e-47
4.987500000000000000e+01	7.033720000000000144e-47
5.000000000000000000e+01	6.993490000000000216e-47
5.012500000000000000e+01	6.954820000000000118e-47
5.025000000000000000e+01	6.916319999999999651e-47
5.037500000000000000e+01	6.877909999999999848e-47
5.050000000000000000e+01	6.839730000000000120e-47
5.062500000000000000e+01	6.802469999999999717e-47
5.075000000000000000e+01	6.765710000000000406e-47
5.087500000000000000e+01	6.729020000000000315e-47
5.100000000000000000e+01	6.693020000000000447e-47
5.112500000000000000e+01	6.657719999999999580e-47
5.125000000000000000e+01	6.622130000000000141e-47
5.137500000000000000e+01	6.586349999999999626e-47
5.150000000000000000e+01	6.550400000000000451e-47
5.162500000000000000e+01	6.516830000000000017e-47
5.175000000000000000e+01	6.482960000000000290e-47
5.187500000000000000e+01	6.449629999999999681e-47
5.200000000000000000e+01	6.416509999999999647e-47
5.212500000000000000e+01	6.382780000000000303e-47
5.225000000000000000e+01	6.349949999999999813e-47
5.237500000000000000e+01	6.316399999999999851e-47
5.250000000000000000e+01	6.282560000000000345e-47
5.262500000000000000e+01	6.248890000000000471e-47
5.275000000000000000e+01	6.216369999999999997e-47
5.287500000000000000e+01	6.184389999999999614e-47
5.300000000000000000e+01	6.153779999999999928e-47
5.312500000000000000e+01	6.123269999999999683e-47
5.325000000000000000e+01	6.093249999999999808e-47
5.337500000000000000e+01	6.063899999999999685e-47
5.350000000000000000e+01	6.033200000000000308e-47
5.362500000000000000e+01	6.003939999999999876e-47
5.375000000000000000e+01	5.975909999999999757e-47
5.387500000000000000e+01	5.946970000000000063e-47
5.400000000000000000e+01	5.918059999999999617e-47
5.412500000000000000e+01	5.890620000000000282e-47
5.425000000000000000e+01	5.862019999999999852e-47
5.437500000000000000e+01	5.834299999999999750e-47
5.450000000000000000e+01	5.807469999999999724e-47
5.462500000000000000e+01	5.780380000000000376e-47
5.475000000000000000e+01	5.752829999999999906e-47
5.487500000000000000e+01	5.725969999999999659e-47
5.500000000000000000e+01	5.699329999999999737e-47
5.512500000000000000e+01	5.672959999999999861e-47
5.525000000000000000e+01	5.646669999999999926e-47
5.537500000000000000e+01	5.620279999999999578e-47
5.550000000000000000e+01	5.594980000000000133e-47
5.562500000000000000e+01	5.569709999999999936e-47
5.575000000000000000e+01	5.544150000000000195e-47
5.587500000000000000e+01	5.520559999999999740e-47
5.600000000000000000e+01	5.494699999999999733e-47
5.612500000000000000e+01	5.470480000000000468e-47
5.625000000000000000e+01	5.446220000000000261e-47
5.637500000000000000e+01	5.421429999999999712e-47
5.650000000000000000e+01	5.397629999999999654e-47
5.662500000000000000e+01	5.374070000000000392e-47
5.675000000000000000e+01	5.350909999999999864e-47
5.687500000000000000e+01	5.327550000000000456e-47
5.700000000000000000e+01	5.304420000000000149e-47
5.712500000000000000e+01	5.280850000000000165e-47
5.725000000000000000e+01	5.258309999999999670e-47
5.737500000000000000e+01	5.235979999999999749e-47
5.750000000000000000e+01	5.214020000000000287e-47
5.762500000000000000e+01	5.192310000000000398e-47
5.775000000000000000e+01	5.170349999999999964e-47
5.787500000000000000e+01	5.148050000000000264e-47
5.800000000000000000e+01	5.127200000000000231e-47
5.812500000000000000e+01	5.105439999999999650e-47
5.825000000000000000e+01	5.084170000000000411e-47
5.837500000000000000e+01	5.062799999999999787e-47
5.850000000000000000e+01	5.042369999999999933e-47
5.862500000000000000e+01	5.021320000000000046e-47
5.875000000000000000e+01	5.000899999999999942e-47
5.887500000000000000e+01	4.980479999999999837e-47
5.900000000000000000e+01	4.959920000000000321e-47
5.912500000000000000e+01	4.940259999999999659e-47
5.925000000000000000e+01	4.920470000000000307e-47
5.937500000000000000e+01	4.900950000000000029e-47
5.950000000000000000e+01	4.881730000000000017e-47
5.962500000000000000e+01	4.862500000000000255e-47
5.975000000000000000e+01	4.842259999999999532e-47
5.987500000000000000e+01	4.822850000000000389e-47
6.000000000000000000e+01	4.803299999999999889e-47
6.012500000000000000e+01	4.784389999999999893e-47
6.025000000000000000e+01	4.765310000000000265e-47
6.037500000000000000e+01	4.746240000000000386e-47
6.050000000000000000e+01	4.727699999999999875e-47
6.062500000000000000e+01	4.709160000000000337e-47
6.075000000000000000e+01	4.691199999999999888e-47
6.087500000000000000e+01	4.673240000000000411e-47
6.100000000000000000e+01	4.654990000000000417e-47
6.112500000000000000e+01	4.636539999999999597e-47
6.125000000000000000e+01	4.619430000000000226e-47
6.137500000000000000e+01	4.601929999999999926e-47
6.150000000000000000e+01	4.585629999999999719e-47
6.162500000000000000e+01	4.568499999999999876e-47
6.175000000000000000e+01	4.551139999999999959e-47
6.187500000000000000e+01	4.533030000000000349e-47
6.200000000000000000e+01	4.516589999999999758e-47
6.212500000000000000e+01	4.499610000000000049e-47
6.225000000000000000e+01	4.483009999999999575e-47
6.237500000000000000e+01	4.466410000000000074e-47
6.250000000000000000e+01	4.449780000000000351e-47
6.262500000000000000e+01	4.433330000000000010e-47
6.275000000000000000e+01	4.417219999999999907e-47
6.287500000000000000e+01	4.400310000000000389e-47
6.300000000000000000e+01	4.384080000000000374e-47
6.312500000000000000e+01	4.368090000000000182e-47
6.325000000000000000e+01	4.352319999999999829e-47
6.337500000000000000e+01	4.336500000000000242e-47
6.350000000000000000e+01	4.321039999999999905e-47
6.362500000000000000e+01	4.305239999999999817e-47
6.375000000000000000e+01	4.290030000000000026e-47
6.387500000000000000e+01	4.275259999999999913e-47
6.400000000000000000e+01	4.260380000000000123e-47
6.412500000000000000e+01	4.245920000000000025e-47
6.425000000000000000e+01	4.230979999999999793e-47
6.437500000000000000e+01	4.216199999999999930e-47
6.450000000000000000e+01	4.201180000000000243e-47
6.462500000000000000e+01	4.186579999999999762e-47
6.475000000000000000e+01	4.171799999999999899e-47
6.487500000000000000e+01	4.157540000000000141e-47
6.500000000000000000e+01	4.143310000000000118e-47
6.512500000000000000e+01	4.129000000000000153e-47
6.525000000000000000e+01	4.115160000000000087e-47
6.537500000000000000e+01	4.101209999999999859e-47
6.550000000000000000e+01	4.086859999999999924e-47
6.562500000000000000e+01	4.073590000000000169e-47
6.575000000000000000e+01	4.059980000000000178e-47
6.587500000000000000e+01	4.046479999999999863e-47
6.600000000000000000e+01	4.032929999999999828e-47
6.612500000000000000e+01	4.019830000000000192e-47
6.625000000000000000e+01	4.006090000000000053e-47
6.637500000000000000e+01	3.993069999999999872e-47
6.650000000000000000e+01	3.979720000000000176e-47
6.662500000000000000e+01	3.966319999999999788e-47
6.675000000000000000e+01	3.953490000000000197e-47
6.687500000000000000e+01	3.940990000000000121e-47
6.700000000000000000e+01	3.928069999999999868e-47
6.712500000000000000e+01	3.915520000000000072e-47
6.725000000000000000e+01	3.902969999999999790e-47
6.737500000000000000e+01	3.890719999999999774e-47
6.750000000000000000e+01	3.877990000000000110e-47
6.762500000000000000e+01	3.865720000000000109e-47
6.775000000000000000e+01	3.853370000000000166e-47
6.787500000000000000e+01	3.841410000000000181e-47
6.800000000000000000e+01	3.829699999999999769e-47
6.812500000000000000e+01	3.817840000000000197e-47
6.825000000000000000e+01	3.806230000000000198e-47
6.837500000000000000e+01	3.794869999999999773e-47
6.850000000000000000e+01	3.783110000000000128e-47
6.862500000000000000e+01	3.771429999999999937e-47
6.875000000000000000e+01	3.759919999999999865e-47
6.887500000000000000e+01	3.748200000000000190e-47
6.900000000000000000e+01	3.737069999999999840e-47
6.912500000000000000e+01	3.725880000000000019e-47
6.925000000000000000e+01	3.714739999999999919e-47
6.937500000000000000e+01	3.703689999999999996e-47
6.950000000000000000e+01	3.692850000000000162e-47
6.962500000000000000e+01	3.682109999999999769e-47
6.975000000000000000e+01	3.671079999999999832e-47
6.987500000000000000e+01	3.660319999999999939e-47
7.000000000000000000e+01	3.649759999999999900e-47
7.012500000000000000e+01	3.639159999999999890e-47
7.025000000000000000e+01	3.628940000000000088e-47
7.037500000000000000e+01	3.618149999999999975e-47
7.050000000000000000e+01	3.607850000000000231e-47
7.062500000000000000e+01	3.597459999999999825e-47
7.075000000000000000e+01	3.587229999999999787e-47
7.087500000000000000e+01	3.577100000000000162e-47
7.100000000000000000e+01	3.566939999999999830e-47
7.112500000000000000e+01	3.557140000000000206e-47
7.125000000000000000e+01	3.547349999999999846e-47
7.137500000000000000e+01	3.537619999999999928e-47
7.150000000000000000e+01	3.528160000000000055e-47
7.162500000000000000e+01	3.518530000000000064e-47
7.175000000000000000e+01	3.509219999999999838e-47
7.187500000000000000e+01	3.499879999999999877e-47
7.200000000000000000e+01	3.490180000000000180e-47
7.212500000000000000e+01	3.480889999999999939e-47
7.225000000000000000e+01	3.471589999999999949e-47
7.237500000000000000e+01	3.462249999999999988e-47
7.250000000000000000e+01	3.453040000000000175e-47
7.262500000000000000e+01	3.444139999999999892e-47
